fase;campeonato;copa;pista;bioma;ambiente;clima;horario;peculiaridade;traço dominante;compassos/sections;fingerprint
729;27;Torneio Oasis Veloz;Ponte Fênix Prime;grass;Floresta leve;neblina;Amanhecer;trecho com relevo quebrado;curva longa de alta;21;d9900465ecff
730;28;Copa Subúrbio Neon;Desafio Gaia Endurance;grass;Campos verdes;céu limpo;Manhã;esses de alta velocidade;curva longa de alta;17;080c6d10b8af
731;28;Copa Subúrbio Neon;Anel Orion Master;mountain;Vale nevado;neblina;Noite;sequência travada;curva longa de alta;18;c60b0ecb1c87
732;28;Copa Subúrbio Neon;Passagem Ômega Extreme;desert;Cânion seco;céu limpo;Pôr do sol;trecho com relevo quebrado;esses de alta velocidade;22;0e58a93a69cb
733;28;Copa Subúrbio Neon;Túnel Ametista Noite;city;Porto neon;chuva;Noite;final em mergulho;esses de alta velocidade;21;83bfec3ef969
734;28;Copa Subúrbio Neon;Desafio Delta Sul;city;Megacidade cyber;tempestade;Madrugada;descida rápida;túnel escuro;22;457f60384ed6
735;28;Copa Subúrbio Neon;Anel Cristal Final;grass;Floresta leve;neblina;Amanhecer;reta de pit longa;curva em caracol;17;7082eb50ac89
736;28;Copa Subúrbio Neon;Passagem Infinito Prime;grass;Costa tropical;céu limpo;Tarde;reta com vento;reta de recuperação;18;7793784c2601
737;28;Copa Subúrbio Neon;Túnel Prisma Sprint;city;Cidade neon;noite seca;Noite;S técnico;túnel escuro;20;82a03ba15c50
738;28;Copa Subúrbio Neon;Desafio Titânio SX;grass;Campos verdes;céu limpo;Manhã;ponto de frenagem tardia;curva longa de alta;20;4d946503e284
739;28;Copa Subúrbio Neon;Anel Trovão Arcade;mountain;Vale nevado;neblina;Noite;ponte estreita;reta de recuperação;21;1351ecdaa104
740;28;Copa Subúrbio Neon;Passagem Gaia Turbo;desert;Cânion seco;céu limpo;Pôr do sol;sequência de placas;esses de alta velocidade;17;3d5a776f7ca0
741;28;Copa Subúrbio Neon;Túnel Orion Norte;city;Porto neon;chuva;Noite;curva de raio crescente;esses de alta velocidade;19;d5c3730dc6d1
742;28;Copa Subúrbio Neon;Desafio Ômega Chuva;city;Megacidade cyber;tempestade;Madrugada;chicane curta;hairpin forte;19;bf3f757a01e7
743;28;Copa Subúrbio Neon;Anel Ametista Oeste;grass;Floresta leve;neblina;Amanhecer;miolo de 3 vértices;curva em caracol;20;5eea046c1b45
744;28;Copa Subúrbio Neon;Passagem Delta 16B;grass;Costa tropical;céu limpo;Tarde;cotovelo em subida;esses de alta velocidade;21;c85917b9c7e0
745;28;Copa Subúrbio Neon;Túnel Cristal RX;city;Cidade neon;noite seca;Noite;hairpin duplo;túnel escuro;17;2d04684b4698
746;28;Copa Subúrbio Neon;Desafio Infinito Mirror;grass;Campos verdes;céu limpo;Manhã;retomada após túnel;reta de recuperação;18;3e8a07e64419
747;28;Copa Subúrbio Neon;Anel Prisma Clássico;mountain;Vale nevado;neblina;Noite;túnel escuro;curva longa de alta;19;f231a956ac65
748;28;Copa Subúrbio Neon;Passagem Titânio Circuit;desert;Cânion seco;céu limpo;Pôr do sol;subida em caracol;entrada de chicane;23;2b9b670e65c7
749;28;Copa Subúrbio Neon;Túnel Trovão Solar;city;Porto neon;chuva;Noite;curva de raio fechado;descida rápida;22;6d9452e41c5b
750;28;Copa Subúrbio Neon;Desafio Gaia Leste;city;Megacidade cyber;tempestade;Madrugada;curva longa de alta;curva em caracol;18;c6b42e4effc9
751;28;Copa Subúrbio Neon;Anel Orion Pro;grass;Floresta leve;neblina;Amanhecer;curva espelhada falsa;saída de chicane;19;855af45f92a1
752;28;Copa Subúrbio Neon;Passagem Ômega GT;grass;Costa tropical;céu limpo;Tarde;zigue-zague rítmico;ponte estreita;20;5fb3b15666c7
753;28;Copa Subúrbio Neon;Túnel Ametista Endurance;city;Cidade neon;noite seca;Noite;subida cega;esses de alta velocidade;25;54b48048eb10
754;28;Copa Subúrbio Neon;Desafio Delta Master;grass;Campos verdes;céu limpo;Manhã;trecho de aderência baixa;curva longa de alta;22;8619a1d0dd25
755;28;Copa Subúrbio Neon;Anel Cristal Extreme;mountain;Vale nevado;neblina;Noite;miolo ondulado;esses de alta velocidade;18;603bd69a1f07
756;28;Copa Subúrbio Neon;Passagem Infinito Noite;desert;Cânion seco;céu limpo;Pôr do sol;reta de largada larga;subida cega;22;992c1ffb5b63
757;29;Rally Aurora Boreal;Travessia Solaris Leste;grass;Floresta leve;neblina;Amanhecer;trecho de aderência baixa;subida cega;20;c5fac37fca6d
758;29;Rally Aurora Boreal;Caminho Diamante Pro;grass;Costa tropical;céu limpo;Tarde;miolo ondulado;saída de chicane;21;2b80c16b1ed3
759;29;Rally Aurora Boreal;Estrada Atlas GT;city;Cidade neon;noite seca;Noite;reta de largada larga;entrada de chicane;26;3a36a4823859
760;29;Rally Aurora Boreal;Via Expressa Jaguar Endurance;grass;Campos verdes;céu limpo;Manhã;esses de alta velocidade;esses de alta velocidade;18;df9d5350ba1a
761;29;Rally Aurora Boreal;Travessia Saturno Master;mountain;Vale nevado;neblina;Noite;sequência travada;entrada de chicane;19;91a18fd4d90f
762;29;Rally Aurora Boreal;Caminho Coral Extreme;desert;Cânion seco;céu limpo;Pôr do sol;trecho com relevo quebrado;entrada de chicane;23;309a2d3d2a12
763;29;Rally Aurora Boreal;Estrada Aurora Noite;city;Porto neon;chuva;Noite;final em mergulho;túnel escuro;22;b66831e13fe9
764;29;Rally Aurora Boreal;Via Expressa Vulcano Sul;city;Megacidade cyber;tempestade;Madrugada;descida rápida;descida rápida;25;15c2737de0b9
765;29;Rally Aurora Boreal;Travessia Relâmpago Final;grass;Floresta leve;neblina;Amanhecer;reta de pit longa;ponte estreita;18;e07c30e90b34
766;29;Rally Aurora Boreal;Caminho Centelha Prime;grass;Costa tropical;céu limpo;Tarde;reta com vento;curva longa de alta;19;6eccf6236ab2
767;29;Rally Aurora Boreal;Estrada Solaris Sprint;city;Cidade neon;noite seca;Noite;S técnico;curva longa de alta;23;8664a2e0cc47
768;29;Rally Aurora Boreal;Via Expressa Diamante SX;grass;Campos verdes;céu limpo;Manhã;ponto de frenagem tardia;ponte estreita;21;898b018be26a
769;29;Rally Aurora Boreal;Travessia Atlas Arcade;mountain;Vale nevado;neblina;Noite;ponte estreita;esses de alta velocidade;22;dafca04bec1c
770;29;Rally Aurora Boreal;Caminho Jaguar Turbo;desert;Cânion seco;céu limpo;Pôr do sol;sequência de placas;reta de recuperação;20;e5654b12f92b
771;29;Rally Aurora Boreal;Estrada Saturno Norte;city;Porto neon;chuva;Noite;curva de raio crescente;túnel escuro;20;ca4acffc46b1
772;29;Rally Aurora Boreal;Via Expressa Coral Chuva;city;Megacidade cyber;tempestade;Madrugada;chicane curta;curva longa de alta;20;dcf3c17d3ae3
773;29;Rally Aurora Boreal;Travessia Aurora Oeste;grass;Floresta leve;neblina;Amanhecer;miolo de 3 vértices;reta de recuperação;21;7ce4db5500b7
774;29;Rally Aurora Boreal;Caminho Vulcano 16B;grass;Costa tropical;céu limpo;Tarde;cotovelo em subida;subida cega;22;18609fa9829b
775;29;Rally Aurora Boreal;Estrada Relâmpago RX;city;Cidade neon;noite seca;Noite;hairpin duplo;esses de alta velocidade;18;29a1b2b50a57
776;29;Rally Aurora Boreal;Via Expressa Centelha Mirror;grass;Campos verdes;céu limpo;Manhã;retomada após túnel;subida cega;19;5a1fe6391207
777;29;Rally Aurora Boreal;Travessia Solaris Clássico;mountain;Vale nevado;neblina;Noite;túnel escuro;esses de alta velocidade;20;56816c8bc0b6
778;29;Rally Aurora Boreal;Caminho Diamante Circuit;desert;Cânion seco;céu limpo;Pôr do sol;subida em caracol;esses de alta velocidade;24;41d57aed47ce
779;29;Rally Aurora Boreal;Estrada Atlas Solar;city;Porto neon;chuva;Noite;curva de raio fechado;curva longa de alta;23;7597adde0328
780;29;Rally Aurora Boreal;Via Expressa Jaguar Leste;city;Megacidade cyber;tempestade;Madrugada;curva longa de alta;saída de chicane;18;581ef5a84361
781;29;Rally Aurora Boreal;Travessia Saturno Pro;grass;Floresta leve;neblina;Amanhecer;curva espelhada falsa;saída de chicane;19;d8a3ad13255d
782;29;Rally Aurora Boreal;Caminho Coral GT;grass;Costa tropical;céu limpo;Tarde;zigue-zague rítmico;ponte estreita;20;721c76369928
783;29;Rally Aurora Boreal;Estrada Aurora Endurance;city;Cidade neon;noite seca;Noite;subida cega;esses de alta velocidade;25;f2e46691035c
784;30;Copa Fumaça e Aço;Rally Neblina Clássico;desert;Cânion seco;céu limpo;Pôr do sol;curva espelhada falsa;reta de recuperação;25;658a661ed45a
785;30;Copa Fumaça e Aço;Sprint Nômade Circuit;city;Porto neon;chuva;Noite;zigue-zague rítmico;túnel escuro;19;ffe2ed7f3cc2
786;30;Copa Fumaça e Aço;Vale Tempestade Solar;city;Megacidade cyber;tempestade;Madrugada;subida cega;curva longa de alta;19;d8506d555c32
787;30;Copa Fumaça e Aço;Rota Falésia Leste;grass;Floresta leve;neblina;Amanhecer;trecho de aderência baixa;subida cega;20;3ffa433dea8b
788;30;Copa Fumaça e Aço;Rally Vector Pro;grass;Costa tropical;céu limpo;Tarde;miolo ondulado;saída de chicane;21;b1b423989eaf
789;30;Copa Fumaça e Aço;Sprint Atlântico GT;city;Cidade neon;noite seca;Noite;reta de largada larga;túnel escuro;26;c4aaac34ea22
790;30;Copa Fumaça e Aço;Vale Mandacaru Endurance;grass;Campos verdes;céu limpo;Manhã;esses de alta velocidade;curva longa de alta;18;673839160706
791;30;Copa Fumaça e Aço;Rota Horizonte Master;mountain;Vale nevado;neblina;Noite;sequência travada;entrada de chicane;19;d68ea58198c6
792;30;Copa Fumaça e Aço;Rally Cobalto Extreme;desert;Cânion seco;céu limpo;Pôr do sol;trecho com relevo quebrado;entrada de chicane;23;7f5084894fc9
793;30;Copa Fumaça e Aço;Sprint Cascata Noite;city;Porto neon;chuva;Noite;final em mergulho;curva longa de alta;22;f9824ad6c525
794;30;Copa Fumaça e Aço;Vale Neblina Sul;city;Megacidade cyber;tempestade;Madrugada;descida rápida;subida cega;25;025d6be7855d
795;30;Copa Fumaça e Aço;Rota Nômade Final;grass;Floresta leve;neblina;Amanhecer;reta de pit longa;reta de recuperação;18;564439b54928
796;30;Copa Fumaça e Aço;Rally Tempestade Prime;grass;Costa tropical;céu limpo;Tarde;reta com vento;saída de chicane;19;b7e7ec0ce20b
797;30;Copa Fumaça e Aço;Sprint Falésia Sprint;city;Cidade neon;noite seca;Noite;S técnico;esses de alta velocidade;23;58b8d4ec27f6
798;30;Copa Fumaça e Aço;Vale Vector SX;grass;Campos verdes;céu limpo;Manhã;ponto de frenagem tardia;curva longa de alta;21;6938af2a0699
799;30;Copa Fumaça e Aço;Rota Atlântico Arcade;mountain;Vale nevado;neblina;Noite;ponte estreita;descida rápida;22;bcd4c30e6290
800;30;Copa Fumaça e Aço;Rally Mandacaru Turbo;desert;Cânion seco;céu limpo;Pôr do sol;sequência de placas;reta de recuperação;20;d0ab2889b7f8
801;30;Copa Fumaça e Aço;Sprint Horizonte Norte;city;Porto neon;chuva;Noite;curva de raio crescente;túnel escuro;20;5a23f6936a04
802;30;Copa Fumaça e Aço;Vale Cobalto Chuva;city;Megacidade cyber;tempestade;Madrugada;chicane curta;curva longa de alta;20;960145319aab
803;30;Copa Fumaça e Aço;Rota Cascata Oeste;grass;Floresta leve;neblina;Amanhecer;miolo de 3 vértices;curva em caracol;21;521ba25052e1
804;30;Copa Fumaça e Aço;Rally Neblina 16B;grass;Costa tropical;céu limpo;Tarde;cotovelo em subida;entrada de chicane;22;fda529aaa29e
805;30;Copa Fumaça e Aço;Sprint Nômade RX;city;Cidade neon;noite seca;Noite;hairpin duplo;túnel escuro;18;5cbb25967366
806;30;Copa Fumaça e Aço;Vale Tempestade Mirror;grass;Campos verdes;céu limpo;Manhã;retomada após túnel;hairpin forte;19;a8eed895da05
807;30;Copa Fumaça e Aço;Rota Falésia Clássico;mountain;Vale nevado;neblina;Noite;túnel escuro;esses de alta velocidade;20;c8633544ebaa
808;30;Copa Fumaça e Aço;Rally Vector Circuit;desert;Cânion seco;céu limpo;Pôr do sol;subida em caracol;saída de chicane;24;9cbbbcad1b8b
809;30;Copa Fumaça e Aço;Sprint Atlântico Solar;city;Porto neon;chuva;Noite;curva de raio fechado;esses de alta velocidade;23;27931ce573a4
810;30;Copa Fumaça e Aço;Vale Mandacaru Leste;city;Megacidade cyber;tempestade;Madrugada;curva longa de alta;curva longa de alta;18;ff5120377773
811;31;Circuito Ilhas Gêmeas;Serpentina Miragem 16B;city;Cidade neon;noite seca;Noite;subida em caracol;esses de alta velocidade;20;dca0858f6aa8
812;31;Circuito Ilhas Gêmeas;Boulevard Pixel RX;grass;Campos verdes;céu limpo;Manhã;curva de raio fechado;entrada de chicane;20;7301375e5329
813;31;Circuito Ilhas Gêmeas;Volta Eclipse Mirror;mountain;Vale nevado;neblina;Noite;curva longa de alta;esses de alta velocidade;21;4ad8ab9dbd42
814;31;Circuito Ilhas Gêmeas;Autódromo Lunar Clássico;desert;Cânion seco;céu limpo;Pôr do sol;curva espelhada falsa;saída de chicane;25;8335997e7ee7
815;31;Circuito Ilhas Gêmeas;Serpentina Neon Circuit;city;Porto neon;chuva;Noite;zigue-zague rítmico;esses de alta velocidade;19;48bcfdbd3d61
816;31;Circuito Ilhas Gêmeas;Boulevard Esmeralda Solar;city;Megacidade cyber;tempestade;Madrugada;subida cega;descida rápida;19;d2823583d2d3
817;31;Circuito Ilhas Gêmeas;Volta Monsoon Leste;grass;Floresta leve;neblina;Amanhecer;trecho de aderência baixa;subida cega;20;7fdd9dc1aa8d
818;31;Circuito Ilhas Gêmeas;Autódromo Fênix Pro;grass;Costa tropical;céu limpo;Tarde;miolo ondulado;curva longa de alta;21;64cd93d25052
819;31;Circuito Ilhas Gêmeas;Serpentina Liberdade GT;city;Cidade neon;noite seca;Noite;reta de largada larga;reta de recuperação;26;23e1d24d69c2
820;31;Circuito Ilhas Gêmeas;Boulevard Turbo Endurance;grass;Campos verdes;céu limpo;Manhã;esses de alta velocidade;saída de chicane;18;a62fd0a5d8d7
821;31;Circuito Ilhas Gêmeas;Volta Miragem Master;mountain;Vale nevado;neblina;Noite;sequência travada;subida cega;19;c1ca44eb293e
822;31;Circuito Ilhas Gêmeas;Autódromo Pixel Extreme;desert;Cânion seco;céu limpo;Pôr do sol;trecho com relevo quebrado;curva longa de alta;23;2bced2495e41
823;31;Circuito Ilhas Gêmeas;Serpentina Eclipse Noite;city;Porto neon;chuva;Noite;final em mergulho;túnel escuro;22;b3403c7f297f
824;31;Circuito Ilhas Gêmeas;Boulevard Lunar Sul;city;Megacidade cyber;tempestade;Madrugada;descida rápida;reta de recuperação;25;af56e22b3b01
825;31;Circuito Ilhas Gêmeas;Volta Neon Final;grass;Floresta leve;neblina;Amanhecer;reta de pit longa;esses de alta velocidade;18;8d273810479a
826;31;Circuito Ilhas Gêmeas;Autódromo Esmeralda Prime;grass;Costa tropical;céu limpo;Tarde;reta com vento;saída de chicane;19;dd006bd21059
827;31;Circuito Ilhas Gêmeas;Serpentina Monsoon Sprint;city;Cidade neon;noite seca;Noite;S técnico;esses de alta velocidade;23;ba6b3cc574a5
828;31;Circuito Ilhas Gêmeas;Boulevard Fênix SX;grass;Campos verdes;céu limpo;Manhã;ponto de frenagem tardia;reta de recuperação;21;9cab49d43e0c
829;31;Circuito Ilhas Gêmeas;Volta Liberdade Arcade;mountain;Vale nevado;neblina;Noite;ponte estreita;esses de alta velocidade;22;0b2ff479bbdb
830;31;Circuito Ilhas Gêmeas;Autódromo Turbo Turbo;desert;Cânion seco;céu limpo;Pôr do sol;sequência de placas;reta de recuperação;20;106f087477be
831;31;Circuito Ilhas Gêmeas;Serpentina Miragem Norte;city;Porto neon;chuva;Noite;curva de raio crescente;túnel escuro;20;e081c848eb57
832;31;Circuito Ilhas Gêmeas;Boulevard Pixel Chuva;city;Megacidade cyber;tempestade;Madrugada;chicane curta;curva longa de alta;20;c97d9a2cf270
833;31;Circuito Ilhas Gêmeas;Volta Eclipse Oeste;grass;Floresta leve;neblina;Amanhecer;miolo de 3 vértices;esses de alta velocidade;21;6651c1c41842
834;31;Circuito Ilhas Gêmeas;Autódromo Lunar 16B;grass;Costa tropical;céu limpo;Tarde;cotovelo em subida;subida cega;22;4470bbf730be
835;31;Circuito Ilhas Gêmeas;Serpentina Neon RX;city;Cidade neon;noite seca;Noite;hairpin duplo;reta de recuperação;18;2856d6aff74d
836;31;Circuito Ilhas Gêmeas;Boulevard Esmeralda Mirror;grass;Campos verdes;céu limpo;Manhã;retomada após túnel;esses de alta velocidade;19;40de89532e09
837;31;Circuito Ilhas Gêmeas;Volta Monsoon Clássico;mountain;Vale nevado;neblina;Noite;túnel escuro;esses de alta velocidade;20;ff363d13e5ec
838;32;Desafio Ruínas Solares;Circuito Trovão Norte;city;Megacidade cyber;tempestade;Madrugada;hairpin duplo;curva longa de alta;22;bb2a017642a8
839;32;Desafio Ruínas Solares;Grande Laço Gaia Chuva;grass;Floresta leve;neblina;Amanhecer;retomada após túnel;curva longa de alta;22;9e2602de0005
840;32;Desafio Ruínas Solares;Ponte Orion Oeste;grass;Costa tropical;céu limpo;Tarde;túnel escuro;saída de chicane;18;d162a1afa5d1
841;32;Desafio Ruínas Solares;Arena Ômega 16B;city;Cidade neon;noite seca;Noite;subida em caracol;esses de alta velocidade;20;b5bf709d3a27
842;32;Desafio Ruínas Solares;Circuito Ametista RX;grass;Campos verdes;céu limpo;Manhã;curva de raio fechado;entrada de chicane;20;9e55b8d6014d
843;32;Desafio Ruínas Solares;Grande Laço Delta Mirror;mountain;Vale nevado;neblina;Noite;curva longa de alta;descida rápida;21;9baf129394c5
844;32;Desafio Ruínas Solares;Ponte Cristal Clássico;desert;Cânion seco;céu limpo;Pôr do sol;curva espelhada falsa;esses de alta velocidade;25;9cf963af3398
845;32;Desafio Ruínas Solares;Arena Infinito Circuit;city;Porto neon;chuva;Noite;zigue-zague rítmico;curva em caracol;19;e3033fb95f60
846;32;Desafio Ruínas Solares;Circuito Prisma Solar;city;Megacidade cyber;tempestade;Madrugada;subida cega;esses de alta velocidade;19;7d51aaf10602
847;32;Desafio Ruínas Solares;Grande Laço Titânio Leste;grass;Floresta leve;neblina;Amanhecer;trecho de aderência baixa;subida cega;20;4af4411257ff
848;32;Desafio Ruínas Solares;Ponte Trovão Pro;grass;Costa tropical;céu limpo;Tarde;miolo ondulado;subida cega;21;70814fba875f
849;32;Desafio Ruínas Solares;Arena Gaia GT;city;Cidade neon;noite seca;Noite;reta de largada larga;esses de alta velocidade;26;280484b1bcb1
850;32;Desafio Ruínas Solares;Circuito Orion Endurance;grass;Campos verdes;céu limpo;Manhã;esses de alta velocidade;entrada de chicane;18;354a1e9f656c
851;32;Desafio Ruínas Solares;Grande Laço Ômega Master;mountain;Vale nevado;neblina;Noite;sequência travada;hairpin forte;19;72b4120b446d
852;32;Desafio Ruínas Solares;Ponte Ametista Extreme;desert;Cânion seco;céu limpo;Pôr do sol;trecho com relevo quebrado;esses de alta velocidade;23;d2ffb0946d4a
853;32;Desafio Ruínas Solares;Arena Delta Noite;city;Porto neon;chuva;Noite;final em mergulho;curva longa de alta;22;9b83c9a98edc
854;32;Desafio Ruínas Solares;Circuito Cristal Sul;city;Megacidade cyber;tempestade;Madrugada;descida rápida;saída de chicane;25;dd9b3c94a534
855;32;Desafio Ruínas Solares;Grande Laço Infinito Final;grass;Floresta leve;neblina;Amanhecer;reta de pit longa;descida rápida;18;66f41932cbf8
856;32;Desafio Ruínas Solares;Ponte Prisma Prime;grass;Costa tropical;céu limpo;Tarde;reta com vento;curva longa de alta;19;5a8abd60515f
857;32;Desafio Ruínas Solares;Arena Titânio Sprint;city;Cidade neon;noite seca;Noite;S técnico;reta de recuperação;23;825ace81fe63
858;32;Desafio Ruínas Solares;Circuito Trovão SX;grass;Campos verdes;céu limpo;Manhã;ponto de frenagem tardia;esses de alta velocidade;21;fa3cdf34237e
859;32;Desafio Ruínas Solares;Grande Laço Gaia Arcade;mountain;Vale nevado;neblina;Noite;ponte estreita;descida rápida;22;a14b5d111bf4
860;32;Desafio Ruínas Solares;Ponte Orion Turbo;desert;Cânion seco;céu limpo;Pôr do sol;sequência de placas;reta de recuperação;20;ab37c7b0901c
861;32;Desafio Ruínas Solares;Arena Ômega Norte;city;Porto neon;chuva;Noite;curva de raio crescente;túnel escuro;20;d3ebdf38ced6
862;32;Desafio Ruínas Solares;Circuito Ametista Chuva;city;Megacidade cyber;tempestade;Madrugada;chicane curta;curva longa de alta;20;fa9c7d700daf
863;32;Desafio Ruínas Solares;Grande Laço Delta Oeste;grass;Floresta leve;neblina;Amanhecer;miolo de 3 vértices;descida rápida;21;fe0900a6691a
864;32;Desafio Ruínas Solares;Ponte Cristal 16B;grass;Costa tropical;céu limpo;Tarde;cotovelo em subida;entrada de chicane;22;86d1998e98f7
865;33;Liga Montanha Estelar;Desafio Centelha SX;mountain;Vale nevado;neblina;Noite;chicane curta;hairpin forte;18;4dccc276f0ed
866;33;Liga Montanha Estelar;Anel Solaris Arcade;desert;Cânion seco;céu limpo;Pôr do sol;miolo de 3 vértices;entrada de chicane;22;b007971be745
867;33;Liga Montanha Estelar;Passagem Diamante Turbo;city;Porto neon;chuva;Noite;cotovelo em subida;curva em caracol;21;1d16c58f87aa
868;33;Liga Montanha Estelar;Túnel Atlas Norte;city;Megacidade cyber;tempestade;Madrugada;hairpin duplo;saída de chicane;22;ac4bb2e59edb
869;33;Liga Montanha Estelar;Desafio Jaguar Chuva;grass;Floresta leve;neblina;Amanhecer;retomada após túnel;túnel escuro;22;c99f7663fc52
870;33;Liga Montanha Estelar;Anel Saturno Oeste;grass;Costa tropical;céu limpo;Tarde;túnel escuro;subida cega;18;208817754ccc
871;33;Liga Montanha Estelar;Passagem Coral 16B;city;Cidade neon;noite seca;Noite;subida em caracol;esses de alta velocidade;20;bca0285294db
872;33;Liga Montanha Estelar;Túnel Aurora RX;grass;Campos verdes;céu limpo;Manhã;curva de raio fechado;entrada de chicane;20;233715fa2a94
873;33;Liga Montanha Estelar;Desafio Vulcano Mirror;mountain;Vale nevado;neblina;Noite;curva longa de alta;curva longa de alta;21;5a500e8f02cc
874;33;Liga Montanha Estelar;Anel Relâmpago Clássico;desert;Cânion seco;céu limpo;Pôr do sol;curva espelhada falsa;esses de alta velocidade;25;e82511735de4
875;33;Liga Montanha Estelar;Passagem Centelha Circuit;city;Porto neon;chuva;Noite;zigue-zague rítmico;descida rápida;19;ba283fed985a
876;33;Liga Montanha Estelar;Túnel Solaris Solar;city;Megacidade cyber;tempestade;Madrugada;subida cega;curva em caracol;19;7cbd0223eae1
877;33;Liga Montanha Estelar;Desafio Diamante Leste;grass;Floresta leve;neblina;Amanhecer;trecho de aderência baixa;subida cega;20;730fb375e43c
878;33;Liga Montanha Estelar;Anel Atlas Pro;grass;Costa tropical;céu limpo;Tarde;miolo ondulado;entrada de chicane;21;8316ed06d8b2
879;33;Liga Montanha Estelar;Passagem Jaguar GT;city;Cidade neon;noite seca;Noite;reta de largada larga;entrada de chicane;26;4f5a7125d193
880;33;Liga Montanha Estelar;Túnel Saturno Endurance;grass;Campos verdes;céu limpo;Manhã;esses de alta velocidade;curva longa de alta;18;690e5c086bbb
881;33;Liga Montanha Estelar;Desafio Coral Master;mountain;Vale nevado;neblina;Noite;sequência travada;esses de alta velocidade;19;b5d93194e6c9
882;33;Liga Montanha Estelar;Anel Aurora Extreme;desert;Cânion seco;céu limpo;Pôr do sol;trecho com relevo quebrado;esses de alta velocidade;23;515dda8c77f3
883;33;Liga Montanha Estelar;Passagem Vulcano Noite;city;Porto neon;chuva;Noite;final em mergulho;túnel escuro;22;91774c51f86e
884;33;Liga Montanha Estelar;Túnel Relâmpago Sul;city;Megacidade cyber;tempestade;Madrugada;descida rápida;esses de alta velocidade;25;acb2a4b13794
885;33;Liga Montanha Estelar;Desafio Centelha Final;grass;Floresta leve;neblina;Amanhecer;reta de pit longa;curva em caracol;18;67062d4e16af
886;33;Liga Montanha Estelar;Anel Solaris Prime;grass;Costa tropical;céu limpo;Tarde;reta com vento;túnel escuro;19;f692cc667ef6
887;33;Liga Montanha Estelar;Passagem Diamante Sprint;city;Cidade neon;noite seca;Noite;S técnico;túnel escuro;23;9be33f368dbc
888;33;Liga Montanha Estelar;Túnel Atlas SX;grass;Campos verdes;céu limpo;Manhã;ponto de frenagem tardia;hairpin forte;21;e59167758228
889;33;Liga Montanha Estelar;Desafio Jaguar Arcade;mountain;Vale nevado;neblina;Noite;ponte estreita;esses de alta velocidade;22;06c0ca872b96
890;33;Liga Montanha Estelar;Anel Saturno Turbo;desert;Cânion seco;céu limpo;Pôr do sol;sequência de placas;reta de recuperação;20;dbdffeb14d98
891;33;Liga Montanha Estelar;Passagem Coral Norte;city;Porto neon;chuva;Noite;curva de raio crescente;túnel escuro;20;fdb204ce2905
892;34;Torneio Rodovia Infinita;Travessia Cascata Final;grass;Costa tropical;céu limpo;Tarde;ponte estreita;entrada de chicane;20;dfe38304448b
893;34;Torneio Rodovia Infinita;Caminho Neblina Prime;city;Cidade neon;noite seca;Noite;sequência de placas;subida cega;25;e4ee5c09262b
894;34;Torneio Rodovia Infinita;Estrada Nômade Sprint;grass;Campos verdes;céu limpo;Manhã;curva de raio crescente;curva longa de alta;22;8cf8bfd0186a
895;34;Torneio Rodovia Infinita;Via Expressa Tempestade SX;mountain;Vale nevado;neblina;Noite;chicane curta;reta de recuperação;18;5be10db79787
896;34;Torneio Rodovia Infinita;Travessia Falésia Arcade;desert;Cânion seco;céu limpo;Pôr do sol;miolo de 3 vértices;subida cega;22;3747abba78e9
897;34;Torneio Rodovia Infinita;Caminho Vector Turbo;city;Porto neon;chuva;Noite;cotovelo em subida;esses de alta velocidade;21;c4243736f99f
898;34;Torneio Rodovia Infinita;Estrada Atlântico Norte;city;Megacidade cyber;tempestade;Madrugada;hairpin duplo;curva longa de alta;22;a462d8e4f551
899;34;Torneio Rodovia Infinita;Via Expressa Mandacaru Chuva;grass;Floresta leve;neblina;Amanhecer;retomada após túnel;curva longa de alta;22;c4cb16ac7577
900;34;Torneio Rodovia Infinita;Travessia Horizonte Oeste;grass;Costa tropical;céu limpo;Tarde;túnel escuro;entrada de chicane;18;328f0e399017
901;34;Torneio Rodovia Infinita;Caminho Cobalto 16B;city;Cidade neon;noite seca;Noite;subida em caracol;esses de alta velocidade;20;b69334b4e535
902;34;Torneio Rodovia Infinita;Estrada Cascata RX;grass;Campos verdes;céu limpo;Manhã;curva de raio fechado;entrada de chicane;20;0e76cb81d953
903;34;Torneio Rodovia Infinita;Via Expressa Neblina Mirror;mountain;Vale nevado;neblina;Noite;curva longa de alta;saída de chicane;21;e1ac9f34fecd
904;34;Torneio Rodovia Infinita;Travessia Nômade Clássico;desert;Cânion seco;céu limpo;Pôr do sol;curva espelhada falsa;reta de recuperação;25;72d0364df93f
905;34;Torneio Rodovia Infinita;Caminho Tempestade Circuit;city;Porto neon;chuva;Noite;zigue-zague rítmico;esses de alta velocidade;19;edd9b52ed5d6
906;34;Torneio Rodovia Infinita;Estrada Falésia Solar;city;Megacidade cyber;tempestade;Madrugada;subida cega;descida rápida;19;e45c8f1f68ff
907;34;Torneio Rodovia Infinita;Via Expressa Vector Leste;grass;Floresta leve;neblina;Amanhecer;trecho de aderência baixa;subida cega;20;28e10fe6aecd
908;34;Torneio Rodovia Infinita;Travessia Atlântico Pro;grass;Costa tropical;céu limpo;Tarde;miolo ondulado;entrada de chicane;21;bcc3868f52a4
909;34;Torneio Rodovia Infinita;Caminho Mandacaru GT;city;Cidade neon;noite seca;Noite;reta de largada larga;túnel escuro;26;a028766e388a
